0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,mean
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.16666666666666666,0.0,-0.175,0.0,-0.16499999999999998,-0.041666666666666664,0.25,-0.028571428571428564,0.13333333333333333,-0.09166666666666667,0.044444444444444446,0.0,0.0,0.0,-0.20000000000000004,0.0,0.0,-0.09375,0.2857142857142857,0.0,0.0,0.0,0.15,0.2,0.01738015873015873
-0.5,-0.0034090909090909102,-0.07777777777777779,0.0,0.14444444444444443,0.14545454545454548,-0.45,0.0,0.13636363636363635,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.024999999999999994,-0.1,0.0,0.0,-0.5,0.0,-0.03505411255411255
0.3499999999999999,0.0,-0.11999999999999997,0.06666666666666665,0.0,0.0,-0.05,0.0,0.0,0.175,0.0,-0.05,0.016666666666666666,0.0,-0.2,0.0,-0.25,0.25,-0.1,0.0,0.0,0.06000000000000001,-0.24000000000000005,0.0,0.0,-0.0036666666666666714
0.0,0.0,0.0,0.0,0.3333333333333333,0.0,-0.15555555555555559,-0.03125,0.0,0.0,0.0,0.0,0.0,-0.09333333333333334,0.06818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0208550505050505
0.09999999999999999,0.07727272727272727,0.0,0.0,0.0,0.3666666666666667,0.05,0.0,0.0,-0.0625,-0.18333333333333335,-0.03333333333333333,0.0,0.0,0.39999999999999997,-0.0625,0.0,0.5,0.0,-0.0625,0.0,-0.03101851851851853,-0.16666666666666666,0.2,0.0,0.043683501683501685
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,-0.175,-0.041666666666666664,0.20000000000000004,0.25,0.45,0.0,0.23333333333333336,0.0,0.0,0.10000000000000002,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.2,0.13333333333333333,0.0,0.044000000000000004
0.0,-0.04999999999999999,0.3181818181818182,0.0,-0.11666666666666665,0.04464285714285714,0.0,-1.0,0.0,0.0,0.1,0.05000000000000002,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,-0.01575367965367965
0.5,0.0,0.0,0.1,-0.8,-0.125,0.0,-1.0,0.0,0.175,0.0,0.2,0.0,0.0,0.0,0.5,0.0,-0.05,0.18434343434343434,-0.026388888888888892,0.0,-0.39999999999999997,0.21212121212121213,0.0,0.0,-0.021196969696969693
-0.6071428571428572,0.0,0.06818181818181818,0.0,0.15,-0.5,-0.07013888888888889,0.0,0.0,0.0,0.0,0.5333333333333333,0.125,0.0,0.8,-0.1,-0.175,-0.125,0.0,0.0,0.0,-0.1,-0.08333333333333333,0.0,-0.475,-0.02236399711399711
0.0,0.033333333333333326,0.24,0.25,0.0,0.0,-0.2,0.1,-0.25,0.0,0.0,-0.025,0.0,-0.05,-0.1,-0.15555555555555559,0.06818181818181818,-0.2,0.0,0.0,-0.1,0.13636363636363635,0.0,0.0,-0.5,-0.030107070707070714
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3181818181818182,0.08333333333333333,0.0,-0.06666666666666667,0.0,0.0,0.024999999999999994,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,-0.1,0.0,-0.1,0.0,0.0,0.0,0.02039393939393939
-0.16666666666666666,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.06818181818181818,0.0,0.0,-0.13999999999999999,0.0,0.25,0.25,0.20378787878787877,0.55,0.0,0.0,0.0,0.0,-0.10285714285714287,-0.23541666666666666,0.0,0.05108116883116884
0.0,0.0,0.4666666666666666,-0.15555555555555559,0.2857142857142857,0.0,0.0,0.0,0.0,-0.15000000000000002,0.0,0.0,0.10500000000000001,0.0,-0.15555555555555559,0.3866666666666667,0.0,0.25,0.2,0.0,0.0,0.0,0.0,-0.30333333333333334,0.0,0.03718412698412698
0.0,-0.15,-0.3166666666666667,0.0,0.0,-0.1,0.0,0.0,0.0,-0.075,0.0,0.0,0.0,0.02500000000000001,0.0,0.0,0.025,0.0,2.0816681711721685e-17,0.13333333333333333,0.35714285714285715,0.0,0.0,0.0,0.0,-0.004047619047619049
-0.15000000000000002,0.125,-0.4,0.16,0.0,0.1875,0.0,0.0,0.13636363636363635,0.0,0.0,0.2333333333333333,0.0,0.25,0.6,0.0,0.0,0.03333333333333333,-0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.04302121212121213
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.16666666666666666,0.0,0.0,0.16,0.05000000000000002,0.0,0.0,0.0,0.5,-0.3,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,-0.2125,-0.5,0.16666666666666666,0.0,-0.2,0.0,0.0,-0.024099999999999996
0.0,0.19047619047619047,-0.24444444444444444,0.0,0.0,0.0,-0.3,0.1875,0.13333333333333333,0.0,0.1,-0.05,0.0,0.06,0.4166666666666667,0.4166666666666667,0.0,-0.0625,0.05,0.35714285714285715,0.17944444444444446,0.25,0.0,0.0,0.0,0.06737142857142857
-0.1,0.0,0.08614718614718617,0.2,-0.13125,0.0,0.0,-0.13333333333333333,0.0,0.0,0.0,0.0,0.45,0.0,0.0,-0.16666666666666666,0.1,-0.2,-0.2,-0.5,-0.1,0.125,-0.25,-0.0625,0.26666666666666666,-0.024637445887445892
0.05,0.0,0.2,-0.05,0.1,0.0,0.5,0.0,0.0,0.0,-0.08333333333333333,0.0,0.033333333333333326,-0.3333333333333333,-0.041666666666666664,0.18392857142857144,0.2,0.0,0.0,0.23333333333333336,0.0,0.0,-0.65,0.06818181818181818,0.0,0.01641774891774892
0.0,0.1,0.18727272727272726,0.0,-1.0,0.2,0.0,0.0,0.07142857142857142,0.24,0.0,0.0,0.0,0.0,0.325,-0.05,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.16666666666666666,-0.075,-0.0033852813852813905
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3,0.16666666666666666,-0.03333333333333333,-0.35,0.0,0.14999999999999994,-0.4,0.1,0.04375,0.2,0.1,-0.041666666666666664,0.0,0.0,0.1,0.0,0.1481818181818182,-0.8,0.13636363636363635,0.0,0.0,-0.1,-0.03333333333333333,0.0,-0.012534848484848489
0.0,0.0,0.0,0.16666666666666669,-0.05625,0.2,0.0,0.0,0.0,0.1,0.35000000000000003,-0.2,-0.5,-0.0625,0.0,0.35,0.25,0.0,0.0,0.0,0.0,0.15757575757575756,-0.1409090909090909,0.0,0.9,0.060583333333333336
-0.1,-0.2,0.0,0.0,0.0,-0.05000000000000002,-0.1875,0.05,0.125,0.0,0.0,-0.4,-0.15000000000000002,0.05000000000000002,0.21363636363636362,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.06666666666666667,-0.011287878787878791
